Location,Direction,Date,Time,Volume,Lanes
ML 52-53,NB,6/30/2025,2:00 PM,1246,3
ML 52-53,NB,6/30/2025,3:00 PM,1712,3
ML 52-53,NB,6/30/2025,4:00 PM,2148,3
ML 52-53,NB,6/30/2025,5:00 PM,2350,3
ML 52-53,NB,6/30/2025,6:00 PM,1818,3
ML 52-53,NB,6/30/2025,7:00 PM,1155,3
ML 52-53,NB,6/30/2025,8:00 PM,685,3
ML 52-53,NB,6/30/2025,9:00 PM,354,3
ML 52-53,NB,6/30/2025,10:00 PM,203,3
ML 52-53,NB,6/30/2025,11:00 PM,156,3
ML 52-53,SB,6/30/2025,12:00 AM,363,3
ML 52-53,SB,6/30/2025,1:00 AM,386,3
ML 52-53,SB,6/30/2025,2:00 AM,414,3
ML 52-53,SB,6/30/2025,3:00 AM,394,3
ML 52-53,SB,6/30/2025,4:00 AM,437,3
ML 52-53,SB,6/30/2025,5:00 AM,691,3
ML 52-53,SB,6/30/2025,6:00 AM,1211,3
ML 52-53,SB,6/30/2025,7:00 AM,1679,3
ML 52-53,SB,6/30/2025,8:00 AM,2048,3
ML 52-53,SB,6/30/2025,9:00 AM,1918,3
ML 52-53,SB,6/30/2025,10:00 AM,1549,3
ML 52-53,SB,6/30/2025,11:00 AM,1167,3
ML 52-53,SB,6/30/2025,12:00 PM,1097,3
ML 52-53,SB,6/30/2025,1:00 PM,1193,3
ML 52-53,SB,6/30/2025,2:00 PM,1341,3
ML 52-53,SB,6/30/2025,3:00 PM,1861,3
ML 52-53,SB,6/30/2025,4:00 PM,2236,3
ML 52-53,SB,6/30/2025,5:00 PM,2245,3
ML 52-53,SB,6/30/2025,6:00 PM,1831,3
ML 52-53,SB,6/30/2025,7:00 PM,1344,3
ML 52-53,SB,6/30/2025,8:00 PM,753,3
ML 52-53,SB,6/30/2025,9:00 PM,359,3
ML 52-53,SB,6/30/2025,10:00 PM,222,3
ML 52-53,SB,6/30/2025,11:00 PM,185,3
ML 52-53,NB,7/1/2025,12:00 AM,326,3
ML 52-53,NB,7/1/2025,1:00 AM,357,3
ML 52-53,NB,7/1/2025,2:00 AM,383,3
ML 52-53,NB,7/1/2025,3:00 AM,403,3
ML 52-53,NB,7/1/2025,4:00 AM,461,3
ML 52-53,NB,7/1/2025,5:00 AM,617,3
ML 52-53,NB,7/1/2025,6:00 AM,1068,3
ML 52-53,NB,7/1/2025,7:00 AM,1538,3
ML 52-53,NB,7/1/2025,8:00 AM,1812,3
ML 52-53,NB,7/1/2025,9:00 AM,1666,3
ML 52-53,NB,7/1/2025,10:00 AM,1501,3
ML 52-53,NB,7/1/2025,11:00 AM,1139,3
ML 52-53,NB,7/1/2025,12:00 PM,982,3
ML 52-53,NB,7/1/2025,1:00 PM,1068,3
ML 52-53,NB,7/1/2025,2:00 PM,1306,3
ML 52-53,NB,7/1/2025,3:00 PM,1759,3
ML 52-53,NB,7/1/2025,4:00 PM,2059,3
ML 52-53,NB,7/1/2025,5:00 PM,2308,3
ML 52-53,NB,7/1/2025,6:00 PM,1735,3
ML 52-53,NB,7/1/2025,7:00 PM,1257,3
ML 52-53,NB,7/1/2025,8:00 PM,658,3
ML 52-53,NB,7/1/2025,9:00 PM,340,3
ML 52-53,NB,7/1/2025,10:00 PM,183,3
ML 52-53,NB,7/1/2025,11:00 PM,168,3
ML 52-53,SB,7/1/2025,12:00 AM,363,3
ML 52-53,SB,7/1/2025,1:00 AM,401,3
ML 52-53,SB,7/1/2025,2:00 AM,388,3
ML 52-53,SB,7/1/2025,3:00 AM,385,3
ML 52-53,SB,7/1/2025,4:00 AM,439,3
ML 52-53,SB,7/1/2025,5:00 AM,715,3
ML 52-53,SB,7/1/2025,6:00 AM,1132,3
ML 52-53,SB,7/1/2025,7:00 AM,1790,3
ML 52-53,SB,7/1/2025,8:00 AM,2160,3
ML 52-53,SB,7/1/2025,9:00 AM,2069,3
ML 52-53,SB,7/1/2025,10:00 AM,1461,3
ML 52-53,SB,7/1/2025,11:00 AM,1258,3
ML 52-53,SB,7/1/2025,12:00 PM,1136,3
ML 52-53,SB,7/1/2025,1:00 PM,1123,3
ML 52-53,SB,7/1/2025,2:00 PM,1390,3
ML 52-53,SB,7/1/2025,3:00 PM,1776,3
ML 52-53,SB,7/1/2025,4:00 PM,2214,3
ML 52-53,SB,7/1/2025,5:00 PM,2421,3
ML 52-53,SB,7/1/2025,6:00 PM,2073,3
ML 52-53,SB,7/1/2025,7:00 PM,1228,3
ML 52-53,SB,7/1/2025,8:00 PM,727,3
ML 52-53,SB,7/1/2025,9:00 PM,350,3
ML 52-53,SB,7/1/2025,10:00 PM,230,3
ML 52-53,SB,7/1/2025,11:00 PM,178,3
ML 52-53,NB,7/2/2025,12:00 AM,347,3
ML 52-53,NB,7/2/2025,1:00 AM,363,3
ML 52-53,NB,7/2/2025,2:00 AM,340,3
ML 52-53,NB,7/2/2025,3:00 AM,369,3
ML 52-53,NB,7/2/2025,4:00 AM,452,3
ML 52-53,NB,7/2/2025,5:00 AM,606,3
ML 52-53,NB,7/2/2025,6:00 AM,1108,3
ML 52-53,NB,7/2/2025,7:00 AM,1521,3
ML 52-53,NB,7/2/2025,8:00 AM,2055,3
ML 52-53,NB,7/2/2025,9:00 AM,1848,3
ML 52-53,NB,7/2/2025,10:00 AM,1346,3
ML 52-53,NB,7/2/2025,11:00 AM,1178,3
ML 52-53,NB,7/2/2025,12:00 PM,948,3
ML 52-53,NB,7/2/2025,1:00 PM,1006,3
ML 52-53,NB,7/2/2025,2:00 PM,1343,3
ML 52-53,NB,7/2/2025,3:00 PM,1579,3
ML 52-53,NB,7/2/2025,4:00 PM,2171,3
ML 52-53,NB,7/2/2025,5:00 PM,2156,3
ML 52-53,NB,7/2/2025,6:00 PM,1905,3
ML 52-53,NB,7/2/2025,7:00 PM,1188,3
ML 52-53,NB,7/2/2025,8:00 PM,674,3
ML 52-53,NB,7/2/2025,9:00 PM,316,3
ML 52-53,NB,7/2/2025,10:00 PM,201,3
ML 52-53,NB,7/2/2025,11:00 PM,168,3
ML 52-53,SB,7/2/2025,12:00 AM,388,3
ML 52-53,SB,7/2/2025,1:00 AM,356,3
ML 52-53,SB,7/2/2025,2:00 AM,410,3
ML 52-53,SB,7/2/2025,3:00 AM,401,3
ML 52-53,SB,7/2/2025,4:00 AM,440,3
ML 52-53,SB,7/2/2025,5:00 AM,637,3
ML 52-53,SB,7/2/2025,6:00 AM,1195,3
ML 52-53,SB,7/2/2025,7:00 AM,1846,3
ML 52-53,SB,7/2/2025,8:00 AM,1969,3
ML 52-53,SB,7/2/2025,9:00 AM,1974,3
ML 52-53,SB,7/2/2025,10:00 AM,1540,3
ML 52-53,SB,7/2/2025,11:00 AM,1115,3
ML 52-53,SB,7/2/2025,12:00 PM,986,3
ML 52-53,SB,7/2/2025,1:00 PM,1196,3
ML 52-53,SB,7/2/2025,2:00 PM,1309,3
ML 52-53,SB,7/2/2025,3:00 PM,1785,3
ML 52-53,SB,7/2/2025,4:00 PM,2069,3
ML 52-53,SB,7/2/2025,5:00 PM,2311,3
ML 52-53,SB,7/2/2025,6:00 PM,1924,3
ML 52-53,SB,7/2/2025,7:00 PM,1361,3
ML 52-53,SB,7/2/2025,8:00 PM,762,3
ML 52-53,SB,7/2/2025,9:00 PM,330,3
ML 52-53,SB,7/2/2025,10:00 PM,215,3
ML 52-53,SB,7/2/2025,11:00 PM,161,3
ML 52-53,NB,7/3/2025,12:00 AM,312,3
ML 52-53,NB,7/3/2025,1:00 AM,384,3
ML 52-53,NB,7/3/2025,2:00 AM,388,3
ML 52-53,NB,7/3/2025,3:00 AM,397,3
ML 52-53,NB,7/3/2025,4:00 AM,460,3
ML 52-53,NB,7/3/2025,5:00 AM,632,3
ML 52-53,NB,7/3/2025,6:00 AM,1027,3
ML 52-53,NB,7/3/2025,7:00 AM,1609,3
ML 52-53,NB,7/3/2025,8:00 AM,1851,3
ML 52-53,NB,7/3/2025,9:00 AM,1744,3
ML 52-53,NB,7/3/2025,10:00 AM,1401,3
ML 52-53,NB,7/3/2025,11:00 AM,1003,3
ML 52-53,NB,7/3/2025,12:00 PM,914,3
ML 52-53,NB,7/3/2025,1:00 PM,976,3
ML 52-53,NB,7/3/2025,2:00 PM,1293,3
ML 52-53,NB,7/3/2025,3:00 PM,1589,3
ML 52-53,NB,7/3/2025,4:00 PM,2157,3
ML 52-53,NB,7/3/2025,5:00 PM,2327,3
ML 52-53,NB,7/3/2025,6:00 PM,1860,3
ML 52-53,NB,7/3/2025,7:00 PM,1284,3
ML 52-53,NB,7/3/2025,8:00 PM,681,3
ML 52-53,NB,7/3/2025,9:00 PM,333,3
ML 52-53,NB,7/3/2025,10:00 PM,197,3
ML 52-53,NB,7/3/2025,11:00 PM,148,3
ML 52-53,SB,7/3/2025,12:00 AM,387,3
ML 52-53,SB,7/3/2025,1:00 AM,386,3
ML 52-53,SB,7/3/2025,2:00 AM,429,3
ML 52-53,SB,7/3/2025,3:00 AM,425,3
ML 52-53,SB,7/3/2025,4:00 AM,447,3
ML 52-53,SB,7/3/2025,5:00 AM,720,3
ML 52-53,SB,7/3/2025,6:00 AM,1067,3
ML 52-53,SB,7/3/2025,7:00 AM,1803,3
ML 52-53,SB,7/3/2025,8:00 AM,2025,3
ML 52-53,SB,7/3/2025,9:00 AM,2007,3
ML 52-53,SB,7/3/2025,10:00 AM,1433,3
ML 52-53,SB,7/3/2025,11:00 AM,1122,3
ML 52-53,SB,7/3/2025,12:00 PM,1061,3
ML 52-53,SB,7/3/2025,1:00 PM,1045,3
ML 52-53,SB,7/3/2025,2:00 PM,1265,3
ML 52-53,SB,7/3/2025,3:00 PM,1695,3
ML 52-53,SB,7/3/2025,4:00 PM,2229,3
ML 52-53,SB,7/3/2025,5:00 PM,2377,3
ML 52-53,SB,7/3/2025,6:00 PM,2056,3
ML 52-53,SB,7/3/2025,7:00 PM,1330,3
ML 52-53,SB,7/3/2025,8:00 PM,698,3
ML 52-53,SB,7/3/2025,9:00 PM,382,3
ML 52-53,SB,7/3/2025,10:00 PM,228,3
ML 52-53,SB,7/3/2025,11:00 PM,165,3
ML 52-53,NB,7/4/2025,12:00 AM,241,3
ML 52-53,NB,7/4/2025,1:00 AM,254,3
ML 52-53,NB,7/4/2025,2:00 AM,262,3
ML 52-53,NB,7/4/2025,3:00 AM,263,3
ML 52-53,NB,7/4/2025,4:00 AM,272,3
ML 52-53,NB,7/4/2025,5:00 AM,300,3
ML 52-53,NB,7/4/2025,6:00 AM,451,3
ML 52-53,NB,7/4/2025,7:00 AM,866,3
ML 52-53,NB,7/4/2025,8:00 AM,1331,3
ML 52-53,NB,7/4/2025,9:00 AM,1590,3
ML 52-53,NB,7/4/2025,10:00 AM,1452,3
ML 52-53,NB,7/4/2025,11:00 AM,1213,3
ML 52-53,NB,7/4/2025,12:00 PM,811,3
ML 52-53,NB,7/4/2025,1:00 PM,749,3
ML 52-53,NB,7/4/2025,2:00 PM,759,3
ML 52-53,NB,7/4/2025,3:00 PM,819,3
ML 52-53,NB,7/4/2025,4:00 PM,1060,3
ML 52-53,NB,7/4/2025,5:00 PM,1477,3
ML 52-53,NB,7/4/2025,6:00 PM,1479,3
ML 52-53,NB,7/4/2025,7:00 PM,1373,3
ML 52-53,NB,7/4/2025,8:00 PM,904,3
ML 52-53,NB,7/4/2025,9:00 PM,515,3
ML 52-53,NB,7/4/2025,10:00 PM,248,3
ML 52-53,NB,7/4/2025,11:00 PM,154,3
ML 52-53,SB,7/4/2025,12:00 AM,280,3
ML 52-53,SB,7/4/2025,1:00 AM,296,3
ML 52-53,SB,7/4/2025,2:00 AM,287,3
ML 52-53,SB,7/4/2025,3:00 AM,295,3
ML 52-53,SB,7/4/2025,4:00 AM,293,3
ML 52-53,SB,7/4/2025,5:00 AM,323,3
ML 52-53,SB,7/4/2025,6:00 AM,546,3
ML 52-53,SB,7/4/2025,7:00 AM,844,3
ML 52-53,SB,7/4/2025,8:00 AM,1275,3
ML 52-53,SB,7/4/2025,9:00 AM,1740,3
ML 52-53,SB,7/4/2025,10:00 AM,1432,3
ML 52-53,SB,7/4/2025,11:00 AM,1189,3
ML 52-53,SB,7/4/2025,12:00 PM,890,3
ML 52-53,SB,7/4/2025,1:00 PM,729,3
ML 52-53,SB,7/4/2025,2:00 PM,765,3
ML 52-53,SB,7/4/2025,3:00 PM,829,3
ML 52-53,SB,7/4/2025,4:00 PM,1280,3
ML 52-53,SB,7/4/2025,5:00 PM,1440,3
ML 52-53,SB,7/4/2025,6:00 PM,1554,3
ML 52-53,SB,7/4/2025,7:00 PM,1396,3
ML 52-53,SB,7/4/2025,8:00 PM,1011,3
ML 52-53,SB,7/4/2025,9:00 PM,503,3
ML 52-53,SB,7/4/2025,10:00 PM,270,3
ML 52-53,SB,7/4/2025,11:00 PM,148,3
ML 52-53,NB,7/5/2025,12:00 AM,260,3
ML 52-53,NB,7/5/2025,1:00 AM,258,3
ML 52-53,NB,7/5/2025,2:00 AM,258,3
ML 52-53,NB,7/5/2025,3:00 AM,255,3
ML 52-53,NB,7/5/2025,4:00 AM,279,3
ML 52-53,NB,7/5/2025,5:00 AM,286,3
ML 52-53,NB,7/5/2025,6:00 AM,499,3
ML 52-53,NB,7/5/2025,7:00 AM,849,3
ML 52-53,NB,7/5/2025,8:00 AM,1164,3
ML 52-53,NB,7/5/2025,9:00 AM,1504,3
ML 52-53,NB,7/5/2025,10:00 AM,1384,3
ML 52-53,NB,7/5/2025,11:00 AM,1128,3
ML 52-53,NB,7/5/2025,12:00 PM,889,3
ML 52-53,NB,7/5/2025,1:00 PM,673,3
ML 52-53,NB,7/5/2025,2:00 PM,710,3
ML 52-53,NB,7/5/2025,3:00 PM,781,3
ML 52-53,NB,7/5/2025,4:00 PM,1096,3
ML 52-53,NB,7/5/2025,5:00 PM,1485,3
ML 52-53,NB,7/5/2025,6:00 PM,1469,3
ML 52-53,NB,7/5/2025,7:00 PM,1414,3
ML 52-53,NB,7/5/2025,8:00 PM,867,3
ML 52-53,NB,7/5/2025,9:00 PM,455,3
ML 52-53,NB,7/5/2025,10:00 PM,231,3
ML 52-53,NB,7/5/2025,11:00 PM,142,3
ML 52-53,SB,7/5/2025,12:00 AM,262,3
ML 52-53,SB,7/5/2025,1:00 AM,277,3
ML 52-53,SB,7/5/2025,2:00 AM,285,3
ML 52-53,SB,7/5/2025,3:00 AM,272,3
ML 52-53,SB,7/5/2025,4:00 AM,283,3
ML 52-53,SB,7/5/2025,5:00 AM,309,3
ML 52-53,SB,7/5/2025,6:00 AM,498,3
ML 52-53,SB,7/5/2025,7:00 AM,927,3
ML 52-53,SB,7/5/2025,8:00 AM,1243,3
ML 52-53,SB,7/5/2025,9:00 AM,1729,3
ML 52-53,SB,7/5/2025,10:00 AM,1513,3
ML 52-53,SB,7/5/2025,11:00 AM,1196,3
ML 52-53,SB,7/5/2025,12:00 PM,879,3
ML 52-53,SB,7/5/2025,1:00 PM,747,3
ML 52-53,SB,7/5/2025,2:00 PM,765,3
ML 52-53,SB,7/5/2025,3:00 PM,923,3
ML 52-53,SB,7/5/2025,4:00 PM,1149,3
ML 52-53,SB,7/5/2025,5:00 PM,1562,3
ML 52-53,SB,7/5/2025,6:00 PM,1593,3
ML 52-53,SB,7/5/2025,7:00 PM,1432,3
ML 52-53,SB,7/5/2025,8:00 PM,1027,3
ML 52-53,SB,7/5/2025,9:00 PM,523,3
ML 52-53,SB,7/5/2025,10:00 PM,246,3
ML 52-53,SB,7/5/2025,11:00 PM,148,3
ML 52-53,NB,7/6/2025,12:00 AM,319,3
ML 52-53,NB,7/6/2025,1:00 AM,369,3
ML 52-53,NB,7/6/2025,2:00 AM,361,3
ML 52-53,NB,7/6/2025,3:00 AM,390,3
ML 52-53,NB,7/6/2025,4:00 AM,407,3
ML 52-53,NB,7/6/2025,5:00 AM,638,3
ML 52-53,NB,7/6/2025,6:00 AM,1009,3
ML 52-53,NB,7/6/2025,7:00 AM,1521,3
ML 52-53,NB,7/6/2025,8:00 AM,1976,3
ML 52-53,NB,7/6/2025,9:00 AM,1672,3
ML 52-53,NB,7/6/2025,10:00 AM,1421,3
ML 52-53,NB,7/6/2025,11:00 AM,1090,3
ML 52-53,NB,7/6/2025,12:00 PM,951,3
ML 52-53,NB,7/6/2025,1:00 PM,1036,3
ML 52-53,NB,7/6/2025,2:00 PM,1230,3
ML 52-53,NB,7/6/2025,3:00 PM,1540,3
ML 52-53,NB,7/6/2025,4:00 PM,1931,3
ML 52-53,NB,7/6/2025,5:00 PM,2290,3
ML 52-53,NB,7/6/2025,6:00 PM,1717,3
ML 52-53,NB,7/6/2025,7:00 PM,1138,3
ML 52-53,NB,7/6/2025,8:00 PM,629,3
ML 52-53,NB,7/6/2025,9:00 PM,306,3
ML 52-53,NB,7/6/2025,10:00 PM,181,3
ML 52-53,NB,7/6/2025,11:00 PM,162,3
ML 52-53,SB,7/6/2025,12:00 AM,340,3
ML 52-53,SB,7/6/2025,1:00 AM,408,3
ML 52-53,SB,7/6/2025,2:00 AM,398,3
ML 52-53,SB,7/6/2025,3:00 AM,427,3
ML 52-53,SB,7/6/2025,4:00 AM,498,3
ML 52-53,SB,7/6/2025,5:00 AM,667,3
ML 52-53,SB,7/6/2025,6:00 AM,1218,3
ML 52-53,SB,7/6/2025,7:00 AM,1603,3
ML 52-53,SB,7/6/2025,8:00 AM,1898,3
ML 52-53,SB,7/6/2025,9:00 AM,1852,3
ML 52-53,SB,7/6/2025,10:00 AM,1584,3
ML 52-53,SB,7/6/2025,11:00 AM,1222,3
ML 52-53,SB,7/6/2025,12:00 PM,1042,3
ML 52-53,SB,7/6/2025,1:00 PM,1158,3
ML 52-53,SB,7/6/2025,2:00 PM,1328,3
ML 52-53,SB,7/6/2025,3:00 PM,1740,3
ML 52-53,SB,7/6/2025,4:00 PM,2319,3
ML 52-53,SB,7/6/2025,5:00 PM,2218,3
ML 52-53,SB,7/6/2025,6:00 PM,2038,3
ML 52-53,SB,7/6/2025,7:00 PM,1350,3
ML 52-53,SB,7/6/2025,8:00 PM,733,3
ML 52-53,SB,7/6/2025,9:00 PM,345,3
ML 52-53,SB,7/6/2025,10:00 PM,196,3
ML 52-53,SB,7/6/2025,11:00 PM,168,3
ML 52-53,NB,7/7/2025,12:00 AM,331,3
ML 52-53,NB,7/7/2025,1:00 AM,351,3
ML 52-53,NB,7/7/2025,2:00 AM,355,3
ML 52-53,NB,7/7/2025,3:00 AM,392,3
ML 52-53,NB,7/7/2025,4:00 AM,439,3
ML 52-53,NB,7/7/2025,5:00 AM,604,3
ML 52-53,NB,7/7/2025,6:00 AM,1017,3
ML 52-53,NB,7/7/2025,7:00 AM,1474,3
ML 52-53,NB,7/7/2025,8:00 AM,1745,3
ML 52-53,NB,7/7/2025,9:00 AM,1878,3
ML 52-53,NB,7/7/2025,10:00 AM,1389,3
ML 52-53,NB,7/7/2025,11:00 AM,1120,3
ML 52-53,NB,7/7/2025,12:00 PM,1004,3
ML 52-53,NB,7/7/2025,1:00 PM,1052,3
ML 52-53,NB,7/7/2025,2:00 PM,1280,3
ML 52-53,NB,7/7/2025,3:00 PM,1552,3
ML 52-53,NB,7/7/2025,4:00 PM,2027,3
ML 52-53,NB,7/7/2025,5:00 PM,2224,3
ML 52-53,NB,7/7/2025,6:00 PM,1898,3
ML 52-53,NB,7/7/2025,7:00 PM,1232,3
ML 52-53,NB,7/7/2025,8:00 PM,690,3
ML 52-53,NB,7/7/2025,9:00 PM,306,3
ML 52-53,NB,7/7/2025,10:00 PM,204,3
ML 52-53,NB,7/7/2025,11:00 PM,166,3
ML 52-53,SB,7/7/2025,12:00 AM,331,3
ML 52-53,SB,7/7/2025,1:00 AM,384,3
ML 52-53,SB,7/7/2025,2:00 AM,385,3
ML 52-53,SB,7/7/2025,3:00 AM,434,3
ML 52-53,SB,7/7/2025,4:00 AM,448,3
ML 52-53,SB,7/7/2025,5:00 AM,676,3
ML 52-53,SB,7/7/2025,6:00 AM,1162,3
ML 52-53,SB,7/7/2025,7:00 AM,1665,3
ML 52-53,SB,7/7/2025,8:00 AM,2075,3
ML 52-53,SB,7/7/2025,9:00 AM,1780,3
ML 52-53,SB,7/7/2025,10:00 AM,1454,3
ML 52-53,SB,7/7/2025,11:00 AM,1128,3
ML 52-53,SB,7/7/2025,12:00 PM,1103,3
ML 52-53,SB,7/7/2025,1:00 PM,1051,3
ML 52-53,SB,7/7/2025,2:00 PM,1333,3
ML 52-53,SB,7/7/2025,3:00 PM,1887,3
ML 52-53,SB,7/7/2025,4:00 PM,2317,3
ML 52-53,SB,7/7/2025,5:00 PM,2156,3
ML 52-53,SB,7/7/2025,6:00 PM,2070,3
ML 52-53,SB,7/7/2025,7:00 PM,1245,3
ML 52-53,SB,7/7/2025,8:00 PM,723,3
ML 52-53,SB,7/7/2025,9:00 PM,343,3
ML 52-53,SB,7/7/2025,10:00 PM,201,3
ML 52-53,SB,7/7/2025,11:00 PM,173,3
ML 52-53,NB,7/8/2025,12:00 AM,344,3
ML 52-53,NB,7/8/2025,1:00 AM,370,3
ML 52-53,NB,7/8/2025,2:00 AM,336,3
ML 52-53,NB,7/8/2025,3:00 AM,358,3
ML 52-53,NB,7/8/2025,4:00 AM,432,3
ML 52-53,NB,7/8/2025,5:00 AM,664,3
ML 52-53,NB,7/8/2025,6:00 AM,1040,3
ML 52-53,NB,7/8/2025,7:00 AM,1692,3
ML 52-53,NB,7/8/2025,8:00 AM,1900,3
ML 52-53,NB,7/8/2025,9:00 AM,1808,3
ML 52-53,NB,7/8/2025,10:00 AM,1384,3
ML 52-53,NB,7/8/2025,11:00 AM,1154,3
ML 52-53,NB,7/8/2025,12:00 PM,906,3
ML 52-53,NB,7/8/2025,1:00 PM,981,3
ML 52-53,NB,7/8/2025,2:00 PM,1220,3
ML 52-53,NB,7/8/2025,3:00 PM,1714,3
ML 52-53,NB,7/8/2025,4:00 PM,2110,3
ML 52-53,NB,7/8/2025,5:00 PM,2205,3
ML 52-53,NB,7/8/2025,6:00 PM,1699,3
ML 52-53,NB,7/8/2025,7:00 PM,1115,3
ML 52-53,NB,7/8/2025,8:00 PM,635,3
ML 52-53,NB,7/8/2025,9:00 PM,303,3
ML 52-53,NB,7/8/2025,10:00 PM,187,3
ML 52-53,NB,7/8/2025,11:00 PM,164,3
ML 52-53,SB,7/8/2025,12:00 AM,334,3
ML 52-53,SB,7/8/2025,1:00 AM,354,3
ML 52-53,SB,7/8/2025,2:00 AM,373,3
ML 52-53,SB,7/8/2025,3:00 AM,425,3
ML 52-53,SB,7/8/2025,4:00 AM,495,3
ML 52-53,SB,7/8/2025,5:00 AM,730,3
ML 52-53,SB,7/8/2025,6:00 AM,1097,3
ML 52-53,SB,7/8/2025,7:00 AM,1607,3
ML 52-53,SB,7/8/2025,8:00 AM,2019,3
ML 52-53,SB,7/8/2025,9:00 AM,1942,3
ML 52-53,SB,7/8/2025,10:00 AM,1549,3
ML 52-53,SB,7/8/2025,11:00 AM,1138,3
ML 52-53,SB,7/8/2025,12:00 PM,1069,3
ML 52-53,SB,7/8/2025,1:00 PM,1136,3
ML 52-53,SB,7/8/2025,2:00 PM,1290,3
ML 52-53,SB,7/8/2025,3:00 PM,1722,3
ML 52-53,SB,7/8/2025,4:00 PM,2303,3
ML 52-53,SB,7/8/2025,5:00 PM,2283,3
ML 52-53,SB,7/8/2025,6:00 PM,1987,3
ML 52-53,SB,7/8/2025,7:00 PM,1329,3
ML 52-53,SB,7/8/2025,8:00 PM,753,3
ML 52-53,SB,7/8/2025,9:00 PM,373,3
ML 52-53,SB,7/8/2025,10:00 PM,209,3
ML 52-53,SB,7/8/2025,11:00 PM,166,3
ML 52-53,NB,7/9/2025,12:00 AM,304,3
ML 52-53,NB,7/9/2025,1:00 AM,348,3
ML 52-53,NB,7/9/2025,2:00 AM,342,3
ML 52-53,NB,7/9/2025,3:00 AM,386,3
ML 52-53,NB,7/9/2025,4:00 AM,423,3
ML 52-53,NB,7/9/2025,5:00 AM,664,3
ML 52-53,NB,7/9/2025,6:00 AM,1131,3
ML 52-53,NB,7/9/2025,7:00 AM,1694,3
ML 52-53,NB,7/9/2025,8:00 AM,1866,3
ML 52-53,NB,7/9/2025,9:00 AM,1803,3
ML 52-53,NB,7/9/2025,10:00 AM,1444,3
ML 52-53,NB,7/9/2025,11:00 AM,1019,3
ML 52-53,NB,7/9/2025,12:00 PM,978,3
ML 52-53,NB,7/9/2025,1:00 PM,1076,3
ML 52-53,NB,7/9/2025,2:00 PM,1206,3
ML 52-53,NB,7/9/2025,3:00 PM,1732,3
ML 52-53,NB,7/9/2025,4:00 PM,2164,3
ML 52-53,NB,7/9/2025,5:00 PM,2012,3
ML 52-53,NB,7/9/2025,6:00 PM,1949,3
ML 52-53,NB,7/9/2025,7:00 PM,1121,3
ML 52-53,NB,7/9/2025,8:00 PM,627,3
ML 52-53,NB,7/9/2025,9:00 PM,312,3
ML 52-53,NB,7/9/2025,10:00 PM,208,3
ML 52-53,NB,7/9/2025,11:00 PM,152,3
ML 52-53,SB,7/9/2025,12:00 AM,357,3
ML 52-53,SB,7/9/2025,1:00 AM,360,3
ML 52-53,SB,7/9/2025,2:00 AM,390,3
ML 52-53,SB,7/9/2025,3:00 AM,392,3
ML 52-53,SB,7/9/2025,4:00 AM,481,3
ML 52-53,SB,7/9/2025,5:00 AM,692,3
ML 52-53,SB,7/9/2025,6:00 AM,1162,3
ML 52-53,SB,7/9/2025,7:00 AM,1597,3
ML 52-53,SB,7/9/2025,8:00 AM,2173,3
ML 52-53,SB,7/9/2025,9:00 AM,1735,3
ML 52-53,SB,7/9/2025,10:00 AM,1367,3
ML 52-53,SB,7/9/2025,11:00 AM,1111,3
ML 52-53,SB,7/9/2025,12:00 PM,1097,3
ML 52-53,SB,7/9/2025,1:00 PM,1039,3
ML 52-53,SB,7/9/2025,2:00 PM,1289,3
ML 52-53,SB,7/9/2025,3:00 PM,1715,3
ML 52-53,SB,7/9/2025,4:00 PM,2160,3
ML 52-53,SB,7/9/2025,5:00 PM,2383,3
ML 52-53,SB,7/9/2025,6:00 PM,1923,3
ML 52-53,SB,7/9/2025,7:00 PM,1348,3
ML 52-53,SB,7/9/2025,8:00 PM,681,3
ML 52-53,SB,7/9/2025,9:00 PM,366,3
ML 52-53,SB,7/9/2025,10:00 PM,223,3
ML 52-53,SB,7/9/2025,11:00 PM,170,3
ML 52-53,NB,7/10/2025,12:00 AM,303,3
ML 52-53,NB,7/10/2025,1:00 AM,337,3
ML 52-53,NB,7/10/2025,2:00 AM,358,3
ML 52-53,NB,7/10/2025,3:00 AM,343,3
ML 52-53,NB,7/10/2025,4:00 AM,409,3
ML 52-53,NB,7/10/2025,5:00 AM,673,3
ML 52-53,NB,7/10/2025,6:00 AM,989,3
ML 52-53,NB,7/10/2025,7:00 AM,1674,3
ML 52-53,NB,7/10/2025,8:00 AM,1783,3
ML 52-53,NB,7/10/2025,9:00 AM,1855,3
ML 52-53,NB,7/10/2025,10:00 AM,1345,3
ML 52-53,NB,7/10/2025,11:00 AM,1124,3
ML 52-53,NB,7/10/2025,12:00 PM,908,3
ML 52-53,NB,7/10/2025,1:00 PM,963,3
ML 52-53,NB,7/10/2025,2:00 PM,1302,3
ML 52-53,NB,7/10/2025,3:00 PM,1592,3
ML 52-53,NB,7/10/2025,4:00 PM,1991,3
ML 52-53,NB,7/10/2025,5:00 PM,2280,3
ML 52-53,NB,7/10/2025,6:00 PM,1755,3
ML 52-53,NB,7/10/2025,7:00 PM,1203,3
ML 52-53,NB,7/10/2025,8:00 PM,605,3
ML 52-53,NB,7/10/2025,9:00 PM,304,3
ML 52-53,NB,7/10/2025,10:00 PM,181,3
ML 52-53,NB,7/10/2025,11:00 PM,160,3
